"2","1","1","2","1","31","Furnizimi me elektromaterial për nevojat e administratës Komunaledhe institucioneve te tjera qe funksionojn ne kuader te Komunës se Ferizajt","05.01.2016","5500","6479.2","","NTPEL TRADE","","1","1","1"
"1","2","1","2","1","15","Furnizimi me artikuj Ushqimiorë,Pije dhe materjal higjenik për nevojat e Komunës,Qerdhës,Shkollav në Ferizaj(vazhdim deri në perzgjedhje të OE)","05.01.2016","55575","N/A","55575","NTPLOREONA","","1","0","0"
"1","3","2","2","1","93","Ritenderim-Mirmbajtja dhe servisimi I karrigave stomatologjike dhe disa paisjeve-QKMF-Ferizaj","15.01.2016","7000","5744","","N.SH ELEKTROSERVISI ARDI","","1","1","1"
"1","4","5","3","6","45","Përforcimim me beton i shtratit të lumit në vendet ku rrezikohet nga vërshimiet,Ferizaj ","20.01.2016","10000","9888","","EUROINFRASTRUKTURA SHPK","","1","1","1"
"1","5","5","3","6","45","Furnizimi me materjal ndërtimor ne xhamin e vogel dhe ndërtimi I rampës dhe shkallëve të hyrjes në objektin me koncesion Ferizaj","21.01.2016","10000","9682","","N.T.P.BARDHI","","1","1","1"
"1","6","5","3","6","45","Kyqja në rrjetin e kanalizimit fekal nërrjetin e ujësjellsit e objektit të qendrës për trajtimin e përpunuesve të drurit","22.01.2016","10000","9552.25","","AAB CONSTRUCION SHPK","","1","1","1"
"1","7","1","3","6","20","Furnizimi me dhe për mbushjen e hapsirave prapa murit të shtratit tërregulluar nëlumin Nerodime","25.01.2016","10000","9903.5","","EUROINFRASTRUKTURA SHPK","","1","1","1"
"1","008","5","3","6","45","Furnizimi me materjal për ndërtimin e murit në fsh. Komogllav dhe murit në rr. ENVER TOPALLI-Ferizaj","26.01.2016","4500","4229.61","","NTPEURO BETONI","","1","1","1"
"1","009","5","3","6","45","Asfaltimi I dy rrugicave në rrugën Agim ProdaniFerizaj","26.01.2016","7500","7278.67","","EUROINFRASTRUKTURA SHPK","","1","1","1"
"1","","1","4","7","28","Servisimi I gjeneratorëve në disa shkolla","26.01.2016","990","983","","DPZEKLIPS","","1","1","1"
"1","10","2","3","6","72","Hartimi I projektit detal për rrugët Prelez I Jerlive-Lloshkobare dhe Lubovc-Koshare","27.01.2016","10000","9980","","NTSH INFRATEK","","1","1","1"
"1","11","2","3","6","72","Hartimi I projektit detal për rrugën Babush-Tërrn-Lubovc","27.01.2016","10000","9944","","NTSH INFRATEK","","1","1","1"
