"2","482","5","2","1","45","Ndërtimi i fushës së sportit në fsh. Koshare ","30.11.2015","22800","20515.2","0","Company MurseliShPK","","1","1","1"
"2","273","1","2","1","01","Furnizimi i fermerëve me fidane mjedre dhe sistemin e ujitjes pikë pikë për ngritjen e pemishteve me mjedra-ritenderim","18.09.2015","37500","25695","2569.5","Agrium SH.P.K.","","1","1","1"
"1","395","2","3","6","01","Vaksinimi  i dhenëve dhe dhive kundë sëmundjes infektive Enterotoksemia në Komunën e Ferizajt","25.09.2015","8000","7500","","AV Animals","","1","1","1"
"1","361","1","2","3","1","Furnizimi me paisje stomatogjike per nevoja te QKMF-se","18.09.2015","10000","9983","","NTP Andi dent","","1","1","1"
"2","311","5","2","1","45","Ndërtimi i shtëpive për raste sociale me ndihmen e donatorëve nga Gala Mbrëmje-Mbramja e Bamirësisë dhe nga mjetet e Komunës (çmimi për një shtëpi)","25.09.2015","154000","12197.64","","N.P.N. Agoni","","1","1","1"
"2","248","5","2","1","45","Ndërtimi i objektit të Qendrës Rinore dhe Kiemasë së qytetit të Ferizajt  ","30.09.2015","510000","426224.14","","€$ commerce","","1","1","1"
"1","112 2013","5","2","1","45","Vazhdimi i kontratës Shtruarja me zhavor e rrugës","25.09.2015","","","50861.56","NT Rahovica commerce","","","",""
"1","115 2013","5","2","1","45","Aneks kontratë Mirëmbajtja e rrugëve me asfalt dhe trotuare","02.10.2015","","","20344.83","Eskavataori company","","","",""
"1","396","5","3","6","45","Rregullimi i gypave dhe vendosja për largimin e ujrave atmosferiknë lagjen Nikadin-fusha e sportit Area","05.10.2015","10000","9802.4","","Beshi com","","1","1","1"
"1","392","5","3","6","45","Meremetimii objekteve të Sh.P.Sh. në  ndërt. QKMF ShEP. Dhe DAT-I (RTG)","05.10.2015","7000","6871.2","","NNP Dionisi","","1","1","1"
"2","294","2","2","1","93","Mirëmbajtja e ngrohjes qendrore në Shkolla dhe objekte tjera të Institucioneve të Komunës së Ferizajt- RIT.","04.12.2015","89000","176061.5","0","NPN Termo","","1","1","1"
"2","539","1","3","6","22","Furnizim me paisje për Sh.M.T. Pjetër Bogdani në Ferizaj","04.12.2015","2271.7","2271.62","0","NPT Inxhiniering Sh.P.K.","","1","1","1"
"2","571","2","3","6","28","Dekorimi i qytetit për festat e fundvitit","07.12.2015","1000","9860","0","N.Sh. Besa","","1","1","1"
"2","458","2","2","1","","Transporti i punëtorëve të Adm.komunale dhe Inst.tjera që funksionojnë në kuadër të Komunës","11.12.2015","8500","9970","0","NTP Fehmi copmaby","","1","1","1"
"1","569","5","3","6","45","Rregullimi i tualeteve në Sh.F. Vezir Jashari  Ferizaj","14.12.2015","10000","9714.360000000001","0","Egzoni Sh.P.K.","","1","1","1"
"1","586","2","3","6","93","Mirëmbajtja e nxemjes qendroee në Sh.F. G.T., A. B., Dy dëshmorët V.J., Papaz dhe në Zyren e Projekteve, K. Ferizaj","17.12.2015","9900","9885","0","Hidroterm- Sh","","1","1","1"
"1","570","5","3","6","45","Rregullimi i oborrit të Sh.F. Jeta e re Greme","11.12.2015","9997.379999999999","9927.379999999999","0","NTP Vërbani","","1","1","1"
"2","447","5","2","1","45","Përfundimi i kanalizimit fekal në fsh. Mirash","08.12.2015","65000","53834.34","0","Konz: Arlindi sh.p.k. dhe Pro Co group","","1","1","1"
"2","180","5","2","1","45","Ndërtimi i Zyres së Gjendjes Civile në Fshatin e eVjetër- ANEKS","11.12.2015","","","1892","Konz: G & A Sh.P.K. dhe Pro & Co group ShPK","","","",""
"2","248 2013","5","2","1","45","Rregullimi i 8 rrugëve me kubëza betoni dhe asf.i 4 rrugëve në Ferizaj, projekt me pjesëmarrje të qytetarëve- Llot 3 (v.2013)","14.12.2015","","","4394.2","Linda Sh.P.K.","","","",""
"2","139","1","2","1","29","Furnizimi dhe vendosja e shenjave sipas emërtimit të rrugëve në fshatra, Komuna Ferizaj ","25.09.2015","100000","53008.44","5202.9","N.Sh. Studio reklamash Krosa","","1","1","1"
"2","443","1","2","1","01","Furnizimi i fermerve me zogëza për vezë","14.12.2015","35000","47000","0","NTP Taka","","1","1","1"
"2","451","1","2","1","17","Furnizim me xhama, tepih dhe perde për nevoja të adm.komunale dhe inst.tjera që funks.në kuadër të Komunës","16.12.2015","3500","2685","0","Bali commerce Sh.P.K.","","1","1","1"
"1","594","1","3","6","28","Furnizimi me dyer të blinduara  në Sh.F. G.Tërbeshi dhe rreg.i kulmit në Komunë e gazetarëve","18.12.2015","9980","8735","0","Bali commerce Sh.P.K.","","1","1","1"
"2","515","1","2","1","33","Furnizimi me paisje, materijal hargjues dhe mjete tjera të nevojshme për laboratorin e Papa test","18.12.2015","20000","13335","0","NShT Made kos","","1","1","1"
"1","596","2","3","6","72","Servisimi  aparatit gjeodezik","18.12.2015","1500","1500","0","Geo tech Sh.P.K.","","1","1","1"
"1","595","5","3","6","45","Ndërtimi i bustit të Afrim Abazi","18.12.2015","9500","9222","0","NPN Dynamic com","","1","1","1"
"1","588","4","3","8","73","Revidimi i projektit: Zgjerimi i rrugës në fsh. Zaskok","18.12.2015","3500","5092","0","NPSh Vizurimi","","1","1","1"
"2","598","5","3","6","45","Zgjerimi i rr. Fatmir Kërqeli","18.12.2015","8000","7996.84","0","Euro infrastruktura SHPK","","1","1","1"
"2","589","5","3","6","45","Rregullimi i hapsirës gjelbëruese pranë Qendrës për Trajnimin e Përpunuesve të Drurit në fsh. Greme","22.12.2015","10000","9983.75","0","Eurotrans Sh.P.K.","","1","1","1"
"2","501","5","2","1","45","Shtruarja me kubëza betoni në rr. Mbreti Bardhyl Ferizaj","22.12.2015","22000","14266","0","NTP Metro park ","","1","1","1"
"1","601","5","3","6","45","Shtruarja me kubëza betoni në rr. Hasan Remniku Ferizaj","18.12.2015","14000","9978.200000000001","0","NTP Metro park ","","1","1","1"
"2","552","2","2","1","93","Mirëmbajtja dhe pastrimi i rrugëve të fshatrave gjatë sezonës dimërore, Llot I ","30.12.2015","30000","978.9","0","Konz:Real company dhe Hajrushi","","1","1","1"
"2","552","2","2","1","93","Mirëmbajtja dhe pastrimi i rrugëve të fshatrave gjatë sezonës dimërore, Llot II","29.12.2015","30000","1237.05","0","Mbrojtja e ambientit","","1","1","1"
"2","549","5","2","1","45","Asfaltimi i rr. Enver Hadri","30.12.2015","65000","46201.35","0","Pro & Co group","","1","1","1"
"1","509","1","4","7","28","Mbushja e bomolave me oksigjen","","1000","990","0","N.P.T.Sh. Bubeari commerce","","1","0","0"
"1","568","1","4","7","28","Furnizim me toner (ngjyra) për fotokopjues për nevoja të  Zyres së projekteve, K. Ferizaj","","600","600","0","N.T. Rilindja commerce","","1","1","1"
"1","9","2","4","7","60","Bartja e nxënësve të Lagjes së Muhaxherëve deri te Shkola Amë dhe anasjelltas të fsh. Dremjak (deri në pushim)","","989.77","989.77","0","N.T. Lili com","","1","1","1"
"1","422","5","4","1","28","Rregullimi i ulluqeve të Sh.F. Tefik Çanga në Ferizaj","","1000","961.48","0","NTP Elita 94","","1","1","1"
"1","244","4","3","7","28","Furnizim me mjete dhe vegla pune për mirëmbajtjen e hapsirave dhe oborreve të QKMF nga Shërbimi Teknik","","975","955","0","EL-TRADE N.T.P","","1","1","1"
"1","232","4","3","7","28","Furnizimi me gypa për autocisterna zjarrfikësepër B.Z.","","1000","906","0","Euro servisi","","1","1","1"
"1","199","4","3","7","28","Shqyrtimi statik i objektit të Komunës për vendosjen e ashensorit ","","1000","994.5","0","SHPK Modul project","","1","1","1"
"1","440a","2","4","7","74","Hartimi i Elaboratit për Mbrojtje nga Zjarri – objekti Qendra Rinore","","600","450","0","NSHT Vetëtima","","1","1","1"
"1","546","2","4","7","60","Bartja e nxënësve të Lagjes së Muhaxherëve deri te Shkola Amë dhe anasjelltas të fsh. Dremjak (nga shtatori)","","980","979.8","0","N.T. Lili com","","1","1","1"
