"1","65","2","2","1","74","Punimi i planit  rregullues urban të hollësishëm të zonës nga rruga Nëna Terezë,Fehmi Agani, Sadik Stavileci deri tek rruga Tivari  ","09.01.2015","10000","6908","","Infra Plus","","1","1","1"
"","75","2","2","1","93","Sigurimi i objekteve Komunale","15.01.2015","115000","115000","","Group For Security","","1","2","1"
"2","1","1","2","1","11","Furnizim me naftë për ngrohje në shkolla për sezonin dimëror 2015 ","02.02.2015","45000","33800","","Petrol Company","","1","1","1"
"2","2","2","2","1","93","Trajtimi i qenëve endacak","16.06.2015-","40000","40000","","Pro Vet","","1","1","1"
"2","3","5","2","1","45","Shtruarja e rrugëve,trotuareve dhe sipërfaqeve tjera me kubëza betoni,ganiti dhe sanimi i tyre","25.03.2015-","412238","412238","","Fidani-L","","1","1","1"
"2","4","2","3","6","93","Dezinfektimi,dezinsektimi dhe deratizimi i objekteve të Komunës-Gjakovë ","26.02.2015","9819.2","9629.6","","Truly Nolen","","1","1","1"
"2","5","1","3","6","29","Furnizimi  me  server,reciever dhe media converter me qëllim të transmetmit live të Asamblesë Komunale","26.02.2015","2200","2200","","Fiberlink","","1","1","1"
"2","6","1","2","1","31","Furnizimi-Mirëmbajtja e  e sinjalizimit me drita – semaforat ","05.08.2015","20000","19460","","Jame","","1","1","1"
"2","7","2","3","6","72","Përpunimi dhe shtimi i moduleve  në intranetit ","27.02.2015","9960","9600","","Ati-Kos","","1","1","1"
"2","8","5","2","1","45","Ndërtimi i urës në fshatin Rracaj","24.03.2015","19394.29","11085.75","","VB Tofaj","","1","1","1"
"2","9","5","2","1","45","Ndërtimi i urës dhe i trotuarit për këmbësor në fshatin Hereq ","28.07.2015","106618.54","58707.15","","VB Tofaj","","1","1","1"
"2","10","5","2","1","45","Ndërtimi-asfaltimi i rrugës në fshatin Devë –Lagja Bobi ","04.09.2015","228595.31","159744.12","","Kag Company","","1","1","1"
"2","11","1","2","1","33","Furnizim me barna emergjente","18.05.2015","28000","20871.2","","Agani LTD","","1","1","1"
"2","12","1","2","1","33","Furnizim me material shpenzues dhe paisje stomatologjike  ","14.04.2015-","30000","30000","","EL-Dental","","1","1","1"
"1","13","5","2","1","45","Ndërtimi I 15 serrave profesionale të tipit DST – 2 me dimenzione 30x8x4m","28.04.2015","45300","45900","","Fatoni","","1","1","1"
"1","14","2","1","1","74","Hartimi she revidimi I Projekteve, Pj.I-rë","16.07.2015-","40000","40000","","Enggroup&Arhko Ing","","1","1","1"
"1","14","2","1","1","74","Hartimi she revidimi I Projekteve, Pj.II-të","11.11.2015","160000","160000","","Al Engineering& Project Plus","","1","1","1"
"1","14","2","1","1","74","Hartimi she revidimi I Projekteve, Pj.III-të","20.07.2015-","30000","30000","","Arting","","1","1","1"
"1","14","2","1","1","74","Hartimi she revidimi I Projekteve, Pj.IV-të","20.07.2015-","50000","50000","","Infra Plus","","1","1","1"
"2","15","5","2","1","45","Renovimi i disa objekteve shkollore në Komunën e Gjakovës","01.04.2015","62094","41225.82","","Beni","","1","2","1"
"","16","2","2","1","93","Mirëmbajtja e ndërtesave të drejtorive komunale për vitin 2015 ","14.04.2015-","50700","50700","","Zona Park","","1","1","1"
"2","17","1","3","6","17","Furnizim me  flamuj, kombëtar, shtetëror,EU,amerikan dhe shtiza të drurit ","17.03.2015","5184","5184","","Nobeli","","1","1","1"
"2","18","5","6","3","50","Renovimi i dyshemesë i sallës koncertale  në shkollën e muzikës Prenk Jakova","23.03.2015","2395","2368.5","","Arcprojct","","1","1","1"
"2","19","1","3","6","30","Digjitalizimi i administatës – Sistemi i pritjes ","21.04.2015","9887.05","9887.05","","KGT","","1","1","1"
"2","21","2","3","6","93","Riparimi i gjeneratorit të Komunës ","07.04.2015","3611","3600","","Shed-EL-Motor","","1","1","1"
"2","22","5","2","1","50","Molermi i mbrendshëm i dsa objekteve shkollore","06.05.2015","38000","17880","","Flori","","1","1","1"
"2","23","1","2","1","18","Furnizim me uniforma për zjarrëfikës  ","23.09.2015","22325","13474.9","","Arta Tex","","1","1","1"
"2","24","5","2","1","45","Ndërtimi – asfaltimi i rrugëve në fshatin Ponoshec","15.05.2015","327084.36","194489.49","","Joos Krasniqi-Bazë","","1","1","1"
"2","25","5","2","1","45","Ndërtimi i pendës së ujtjes në Skivjan","13.05.2015","66488.3","52894.3","","VB.Tofaj","","1","1","1"
"2","26","5","1","1","45","Ndërtimi i infrastrukturës rrugore në lagjen Kolonia – Ali Ibra faza e III-të ","23.06.2015","563829.29","328806.98","","Euroasphalt","","1","1","1"
"2","27","2","2","1","93","Transmetimi televiziv i drejtëpërdrejtë i mbledhjeve vtë Asamblesë Komunale dhe përcjellja e aktiviteteve të Komunës së Gjakovës","08.06.2015-","20000","19800","","Syri Vision","","1","1","1"
"2","28","1","3","6","28","Furnizim me material në disa shkolla","06.07.2015","9000","8511.9","","Dugi & Tala","","1","1","1"
"2","29","2","3","6","74","Projektimet për riparimin e objekteve shëndetsore në KPSh","20.04.2015","1840","1840","","Arcproject","","1","1","1"
"2","30","5","2","1","50","Rrënimi-ekzekutimi i objekteve të ngritura pa leje, ndërtime ilegale dhe shërbimet tjera  transportuese","02.07.2015-","87725","12993.2","","Pleqja & Doli ","","1","1","1"
"1","31","1","3","6","11","Furnizim me plin për Konviktin e nxënësve Sadik Stavileci ","29.12.2015","1530","1530","","Ip-Kos-Prishtinë","","1","1","1"
"2","32","2","2","1","32","Punimi i planit rregullues të hollësishëm të qendrës sekundare Komunale Rogovë ","27.05.2015","28750","28750","","Infra Plus","","1","1","1"
"1","33","2","2","1","74","Punimi i planit rregullues të hollësishëm të Zona e Qarshisë së Madhe  Gjakovë","06.10.2015","31000","31000.01","","Infra Plus","","1","1","1"
"","34","2","3","6","60","Transporti i nxënësve të ri-atdhesuar","12.05.2015","1800","1725","","Shpatturs","","1","1","1"
"2","35","2","3","6","60","Transporti i nxënësve në relacione të ndryshme pj.I,II,III","13.05.2015","4000","4000","","Dreni","","1","1","1"
"2","35","2","3","6","60","Transporti i nxënësve në relacione të ndryshme pj.IV,V,VI","13.05.2015","4000","4000","","Qlirimi","","1","1","1"
"2","36","2","2","1","93","Mirëmbajtja e maqinave (paisjeve) stomatologjike në KPSh","08.06.2015-","11500","11500","","El Dental","","1","1","1"
"2","37","2","3","6","93","Digjitalizimi i administratës –Implementimi i GIS-sistemit ","19.05.2015","9955.12","9955.12","","Ati-Kos","","1","1","1"
"3","38","1","3","6","28","Furnizim me mjete konkretizimi","21.05.2015","1485","1485","","Nobeli","","1","1","1"
"2","39","5","3","6","50","Renovimi i zyrës për gjendje civile pranë qerdhes Ganimete Tërbeshi ","21.05.2015","3889.5","3759","","Arcproject","","1","1","1"
"3","40","1","3","6","30","Furnizimi me paisje elektronike në disa shkolla","21.05.2015","9412.99","9412.99","","Nobeli","","1","1","1"
"1","41","5","2","1","45","Shtigjet për biҫiklista në rrugën UҪK dhe Tirana ","18.06.2015","121814.5","78923.13","","Euroasphalt","","1","1","1"
"1","42","5","2","1","50","Sanimi i rrugëve rurale dhe urbane me zhavorr dhe gurë të thyer në Komunën e Gjakovës ","19.06.2015","68000","17650.808","","Berisha Company","","1","1","1"
"2","43","2","2","1","93","Mirëmbajtja-pastrimi i objekteve të KPSh-së ","16.06.2015-","90000","83952","","Beni","","1","1","1"
