,2,1,3,6,24,"FURNIZIM ME MATERIAL HIXHENIK PËR NEVOJAT TË ADMINISTRATËS KOMUNALE ,DREJTORISË SË ARSIMIT DHE DREJTORISË SË SHENDETËSIS",06.05.2011,9998.05,9980,0,Ermali com,Ferizaj,1,1,1
,3,1,3,6,2,Furnizim me dru për djegëje për shkollat e komunes së Vitisë,01.03.2011,16480,17040,0,Mali,Gjilan,1,1,1
,4,1,3,6,36,FURNIZIM ME KURORA DHE BUQETA LULESH PËR KOMUNËN E VITISË,05.05.2011,1400,1400,0,Dyli mermer,Viti,1,1,1
,5,5,2,1,45,Asfalltimi i rrugës Gjylekarë-Remnik,27.05.2011,40000,33320,"3,118.50",Bageri,Ferizaj,1,1,1
,6,2,2,1,93,Mirmbatja verore dhe dimrore të rrugëve në teritorin e Komunës së Vitisë,13.06.2011,76538,58724,0,Hajrushi,Viti,1,1,1
,7,5,2,1,45,Ndërtimi i kanalizimit në fshatinë-Radivojcë(Faza e dytë),18.06.2011,50000,49231.77,0,Engineering,Viti,1,1,2
,8,1,3,6,30,Furnizim me kompjutera,06.05.2011,10000,9980,0,Cipa protech,Viti,1,1,1
,9,2,4,7,93,Dezinfektimi I objektit te qerdhes Gëzimi ynë-Viti,28.04.2011,250,250,0,Ecologjia,Ferizaj,1,1,1
,10,1,3,6,,Dhenja me qira e lokalit në objektin e partive politike me destinim për lokal afarist,06.05.2011,130,130,0,Pkb,Viti,1,1,1
,11,5,2,1,45,Asfalltimi rrugës Elena Gjika në Viti,31.05.2011,30000,31989.83,0,Bageri,Ferizaj,1,1,1
,12,1,2,1,34,Furnizim me autovetura,09.06.2011,40000,29875,0,Porshe Kosova,Ferizaj,1,1,1
,13,1,2,1,29,Furnizim me instrument për matje gjeodezike (GPS),18.10.2011,20000,18428,0,DWH -Kosova,Prishtinë,1,1,1
,14,5,2,1,45,Zgjerimi dhe rregullimi në rrugën 2 Korriku dhe Tirana në Viti,27.06.2011,100000,98790.26,0,Art projekt,Viti,1,1,1
,15,1,3,6,18,Furnizimi me veshmbathje rroba dhe këpuc për inspektoriatin,13.06.2011,2830,2775,0,Smart men,Prizren,1,1,1
,16,5,2,1,45,Rregullimi i ujësjellësit dhe sheshit të fshatit Letnicë,27.06.2011,15000,14707.18,0,Kosmaqi,Drenas,1,1,1
,17,2,3,6,93,SHËRBIMET E GJIRIMIT PËR KOMUNËN E VITISË,17.06.2011,10000,420,0,Iliria,Viti,1,1,1
,18,5,2,1,45,Ngjyrosja e fasadave të ndërtesave në qendër të qytetit -Viti,25.06.2011,38880.9,38880.9,0,Art projekt,Viti,1,1,2
,19,2,3,6,,Pastrimi i deponive ilegale nëpër lokalitete të Komunës së Vitisë,11.07.2011,5500,5018.6,0,Hajrushi,Viti,1,1,1
,20,2,3,6,,Perkthimi i materialit të planit zhvillimor prej gjuhes Shqipe në gjuhen Serbe,29.07.2011,2394,2394,0,Vip travell,Prishtinë,1,1,1
,21,5,2,1,45,Shtruarja e rrugës me zhavor Buzovik -Kolishtë,27.06.2011,20000,19795,0,Vision projekt,Gjilan,1,1,1
,22,1,2,1,45,FURNIZIM ME AUTO KOMBI PËR HEMODIJALIZË,15.07.2011,20000,19870,0,Metali,Viti,1,1,1
,23,5,2,1,45,"Rregullimi i brendëshëm,nxemjes qëndrore në shkollën fillore-Smirë",12.07.2011,25000,24240.85,0,Engineering,Viti,1,1,1
,24,5,2,1,45,NDËRTIMI I KANALIZIMIT DHE ASFALTIMI NË RRUGËN SHEDRIF FRANGU DHE H.A.KORQA,15.07.2011,50000,36000,0,Engrup,Prishtinë,1,1,1
,25,5,2,1,45,Zgjerimi dhe rregullimi i trotuareve nga ura deri te shtëpia e shëndetit,29.07.2011,100000,57835.38,0,Hajrushi,Viti,1,1,2
,26,1,3,6,45,Furnizim me material të shtypur për të gjitha njësit shpenzuese,25.07.2011,9447.5,9950,0,Shypshkronja Doriana,Ferizaj,1,1,1
,27,5,2,1,45,Riparimi i rrugëve bujqësore,11.07.2011,60000,45680,0,Vision projekr,Gjilan,1,1,1
,28,5,2,1,45,Ndërtimi i katit të dytë i shkollës fillore në fshatin Ramjan,12.07.2011,50000,35689.29,0,Anra shpk,Prishtinë,1,1,1
,29,1,4,7,,Furnizimi me rexervar te ujit ne QKMF- Pozheran,23.06.2011,370,370,0,Hidrotem,Viti,1,1,1
,30,1,4,7,,Furnizimi me oksigjen per QKMF,04.08.2011,500,500,0,Autogen ada gas company,Gjilan,1,1,1
,31,1,4,7,,Furnizimi me aparate te domosdoshme per QKMF,23.06.2011,995,995,0,Bio lab,Gjilan,1,1,1
,32,5,2,1,45,Riparimet nëper shkolla,19.07.2011,30000,26786.2,0,S-img projekt,Viti,1,1,1
,33,5,2,1,45,Rregullimi i nxemjes qendrore në Shkolla,22.07.2011,20000,19779,0,Al riza,Kllokot,1,1,1
,34,1,3,6,,Furnizim me material për zyre për të gjitha njësit shpenzuese,27.07.2011,9797,9976.5,0,Arti G,Viti,1,1,1
,35,1,3,6,,Furnizim me ditar për shkollat fillore dhe të mesme të Komunës së Vitisë,27.07.2011,7679.4,7944.4,0,Arti G,Viti,1,1,1
,36,1,2,1,2,Furnizim me dru për djegie për shkollat dhe QKMF-n e Komunës së Vitisë,15.08.2011,72938,81435.2,0,Frashëri,Viti,1,1,1
,37,1,3,6,,Furnizim me shkumsa shpuza për Drejtorinë e Arsimit,22.08.2011,3460,4305.05,0,Arti G,Viti,1,1,1
,38,2,2,1,,Mirmbatja e automjeteve për të gjitha njësit e Autoritetit Kontraktues,18.08.2011,188759,113418,0,Golf,Viti,1,2,1
,39,5,2,1,,Pastrimi dhe rregullimi i shtratit të lumit morava e Binçes,19.08.2011,55000,54600,0,Engeenering,Viti,1,2,1
,40,5,2,1,45,"Hapja, shtrurja me zhavorr dhe asfaltimi i rrugve: Skifteraj, Debelldeh dhe Tërpezë.",03.09.2011,177808,171458.52,"16,638.40",Strassen &Tiefbau,Ferizaj,1,2,2
,41,2,3,6,,TRANSPORTI I NXËNËSVE NË RELACIONIN LETNICË STUBËLL E EPËRME DHE ANASJELLTAS,25.08.2011,4800,4800,0,Beni Komerc,Viti,1,1,1
,42,2,3,6,,Transporti i nxënësve në relacionin Debellde-Viti dhe anasjelltas,25.08.2011,7440,7440,0,Kombi taxi Idriz Ismajli,Viti,1,1,1
,43,2,3,6,,TRANSPORTI I NXËNËSVE NË RELACIONIN SAMAKOV-VITI DHE ANASJELLTAS,25.08.2011,4500,4500,0,Radio taxi Samakova,Viti,1,1,1
,44,2,3,6,,TRANSPORTI I NXËNËSVE NË RELACIONIN PODGORC- VITI DHE ANASJELLTAS,25.08.2011,3600,3600,0,Kombi taxi Fadil Hazizri,Viti,1,1,1
,45,2,3,6,,"Transporti i nxënësve në relacionin Kllokot-Prizeren, dhe Anasjelltas dhe në Relacionin Gjilan-Pejë dhe Anasjelltas",25.08.2011,5760,5760,0,Merkatori,Gjilan,1,1,1
,46,1,3,6,,Furnizim me material të shtypur dhe reklamues për nevoja të Administratës Komunale,26.08.2011,9520,9999,0,Foto Musa,Viti,1,1,1
,47,1,3,6,,"Furnizim me Rekuizita sportive për nevojat e Drejtoris se Kulturës, Rinis dhe Sportit",29.08.2011,9975,9975,0,Sporti,Viti,1,1,1
,48,1,3,6,,"Furnizim me material për ngjyrosje për nevoja të administrates, DKA-s dhe DSH",29.08.2011,9927.5,9755,0,Ermali com,Ferizaj,1,1,1
,49,1,3,6,,Mirmbajtja e Aparateve të Rentgenit,29.08.2011,5000,4988,0,Bio lab,Gjilan,1,1,1
,50,1,4,7,,Furnizimi me aparat per klimatizim i DSHMS,15.08.2011,330,330,0,Bagdat,Viti,1,1,1
,51,1,2,1,,Furnizim me artikuj ushqimor për të gjitha njësit shpenzuese.,16.09.2011,42000,39221.48,0,Pres com,Viti,1,1,1
,52,2,3,6,,Dezinfektimi i Objektëve shkollore,23.09.2011,9965.11,9392.1,0,Ekologjia,Ferizaj,1,1,1
,54,1,2,1,29,Furnizim me material për ndërtimin e shtëpive për skamnorë.,08.09.2011,20400,20390.9,0,Punëtori,Viti,1,2,1
,55,5,2,1,45,Shtruarja me zhavor e rrugës Tërpezë-Ballancë,03.10.2011,14320,12600,"1,225.00",Vision projekr,Gjilan,1,2,1
,56,5,2,1,45,Ndertimi i urave në fshatin Zhiti,21.10.2011,10000,7548.86,0,Engrup,Prishtinë,1,2,1
,57,5,2,1,45,Ndërtimi i objektit për shoqatën e gjahtarëve,03.10.2011,15000,11931,0,Anra shpk,Prishtinë,1,2,1
,58,5,3,6,,Renovimi i Objektit të QPS në Viti,19.09.2011,10000,9990,0,Ardi construct,Gjilan,1,1,1
,59,1,2,1,45,FURNIZIM ME AUTOVETURA,03.10.2011,13325,13000,0,Metali,Viti,1,2,1
,60,5,2,1,45,Meremetimi i nyjëve Sanitare në QKMF. Viti,07.10.2011,30000,24687.37,0,Engrup,Prishtinë,1,2,2
,61,2,2,1,93,"Pastrimi i rrugëve ,trotuareve dhe mirëmbajtja e varrezave të dëshmorve,lumit dhe parkut në Viti",21.10.2011,32943.7,32833.7,0,Krm Higjiena,Gjilan,1,1,1
,62,5,2,1,45,Ndërtimi i kanalizimit në fshatin Kabash,26.10.2011,107995,84765.82,0,Hajrushi,Viti,1,2,1
,63,5,2,1,45,Rregullimi i trotuarve nga rruga Halabaku-Permendorja në Pozheran.,14.10.2011,79772.5,72645,0,Ardi construct&Ardhmëria shpk,"Kllokot, Kamenicë",1,2,1
,64,1,3,6,45,Furnizim me material për ndërtimin e përmendores Hysen Tërpeza në Tërpezë,07.10.2011,1500,1500,0,Ardi construct,Kllokot,1,1,1
,65,5,2,1,45,Ndërtimi i kompleksit të varrezave të dëshmorve në Viti,19.11.2011,70000,67887.6,"2,112.40",S-img projekt,Viti,1,1,2
,66,2,2,1,,Shtrirja e rrjetit gjeodezik,08.11.2011,25000,18603,0,Geo map,Prishtinë,1,1,1
,67,5,2,1,45,Rregullimi i sheshit të fshatitn Letnicë (faza e dytë),24.11.2011,15293,13529.25,"1,310.70",Strassen &Tiefbau,Ferizaj,1,2,1
,68,1,4,7,,Furnizimi me materialn per dyshemen e KF Vitia,22.09.2011,600,600,0,Beti Commerce,Viti,1,1,1
,69,5,2,1,45,Ndërtimi i katit të dytë i shkollës fillore në fshatin Ramjan (faza e II).,26.11.2011,34310.71,28900,0,Inginjeringu,Ferizaj,1,2,2
,70,5,2,1,45,Ndertimi i urës dytë në fshatin Zhiti,26.11.2011,10000,9886.75,0,Al riza,Kllokot,1,2,1
,71,1,3,6,29,Furnizim me paisje të teknologjisë informative për Drejtorin e Arsimit dhe Shkollat e Komunës së Vitisë,30.11.2011,7500,3295,0,Puna,Viti,1,2,1
,72,2,3,6,,Hartimi i programit për taksat e Biznesit,04.11.2011,2784,2784,0,Informatika Computers,Mitrovicë,1,1,1
,73,5,3,6,,Riparimet nëpër shkolla faza II,04.11.2011,4565.6,4529.75,0,Kushtrimi ntsh,Viti,1,1,1
,74,2,2,1,45,Hartimi i Planit Rregullues Urban.,23.11.2011,50000,49185,0,Insi Shpk,Prishtinë,1,2,2
,75,5,2,1,45,Ndërtimi i kanalizimit në fshatin Sadovinë e Jerlive.,26.11.2011,28498,20770.76,"1,933.00",Vizioni BD,Viti,1,2,1
,76,5,2,1,45,Furnizimi me montimi i tarfostacionëve ekektrike,05.12.2011,13000,10320.2,0,Bagdat,Viti,1,1,2
,77,1,3,6,,Furnizmi me kompjutera dhe fotokopje për drejtorin e Kadastrit dhe Bujqsis,17.11.2011,7500,7218,0,Cipa protech,Viti,1,1,2
,78,5,2,1,45,Asfaltimi i rrugës së lagjes Halabaku - Pozheran.,25.11.2011,24408,22247.35,0,Magjistralja,Gjilan,1,2,1
,79,5,2,1,45,Ndërtimi dhe asfaltimi i rrugës Sherif Frangu dhe H.A Korqa- Viti faza e dytë,28.11.2011,50000,22320,"1,679.60",Strassen &Tiefbau,Ferizaj,1,2,1
,80,5,2,1,45,Furnizmi me gypa të ujësjellësit – Debelldeh,24.11.2011,7100,7040,0,Vizioni BD,Viti,1,1,1
,81,1,3,6,,Furnizimi me derivate per nevoja te autoritetit kontraktues,24.12.2011,95000,95000,0,Kushtrimi petrol,Viti,1,1,1
,82,1,4,6,,Furnizimi me pompa krahu për shuarjen e zjarrit për SHZSH,17.11.2011,875,875,0,La Fenice,Kamenicë,1,1,1
,83,1,3,6,,"Furnizim me material dhe paisje nevoja të : Administratës, Drejtoris së Arsimit dhe Shëndetsisë",02.12.2011,9815,9825,0,Djellza impex,Viti,1,1,1
,84,2,3,6,,Vizitë në Shqipri(Vlorë) të Asambles Komunale të Vitisë për Festen e 28 Nëntorit,01.12.2011,5000,4500,0,Victoria turs,Gjilan,1,1,1
,85,2,3,6,,Mirmbajtja dhe servisimi i Gjeneratorve për të gjitha njësit shpenzuese të Komunës,01.12.2011,8000,9578,0,Dpz Forida,"Pozheran, Viti",1,1,1
,86,1,2,1,29,Furnizim me paisje mjeksore,12.12.2011,24012,22950,0,Bio lab,Gjilan,1,2,2
,87,1,4,7,,"Ekzaminimi i mostrave te asfalit:Rruga 2 korriku -Hoxhë Januzi , Viti",16.11.2011,668,668,0,NSH IBMS,Prishtinë,1,1,1
,89,2,3,6,,Botimi i Vjetarit 2011,22.12.2011,2000,2000,0,Foto Musa,Viti,1,1,1
,90,1,4,7,,Furnizimi me dru për ndërtesën kolektive,01.12.2011,924,924,0,Laura,Viti,1,1,1
,92,1,4,7,,Furnizimi me stiropor për izolimin e hallës së njësitit të zjarrëfiksëve,15.12.2011,700,700,0,Arbëri commerce,Viti,1,1,1
