"2","97","5","2","1","45","Asfaltimi I rrugëve në fshatin Bresalc","29.01.2016","100000","119405.57","","TALI","","1","1","1",""
"2","103","5","2","1","45","Rregullimi I infrastrukturës te udhëkryqi në fshatin Shillovë të Muhaxherëve","12.02.2016","80000","25524.52","","EL BAU","","1","1","1",""
"2","98","2","1","1","93","Pastrimi I objekteve shkollore në komunën e Gjilanit","06.01.2016","200000","1247277.6","","ARIANITI-A","","1","2","1",""
"2","95","5","2","1","45","Ndërtimi I shtëpive për raste sociale lot II","16.05.2016","100000","59439.58","","CTA PRISHTINE","","1","1","1",""
"2","95","5","2","1","45","Meremetimi i shtëpive për raste sociale lot I","17.05.2016","100000","187053.4","","ENGRUP","","1","1","1",""
"2","3","","","","","Shitja e viqve të cilët ndodhen te shkolla e mesme e bujqësisë ""Arbëria"" Gjilan","05.08.2015","","5692.9","","Adil Spahiu","","1","","",""
"2","52","2","2","1","93","Sinjalizimi horizontal dhe vertikal në komunën e Gjilanit","17.06.2016","85000","83123","","VIVA PRINT","","1","1","1",""
"","1","1","3","6","","furnizim me artikuj ushqimorper instuticionet parashkollore,konvikte e nxeneseve dhe per njesit tjera shpenzuese ","26.01.2016","95000","9872.700000000001","","Ballkania","","1","1","1",""
"2","2","2","3","6","93","Pastrimi I lumenjëve në teritorin e komunës së Gjilanit","10.02.2016","9500","9821","","BARDHI ","","1","1","1",""
"2,3","3","5","2","1","47","Ndërtimi i çerdhes(institucionit parashkollor)në lagjen Dardania 1,Gjilan","26.05.2016","400000","347555.19","","CTA PRISHTINE","","1","1","1",""
"2","4","1","2","1","1","Furnizim me artikuj ushqimorë për  institucionet parashkollore,konviktin e nxënësve dhe për nevoja të njësive tjera shpenzuese","07.03.2016","89721.60000000001","89721.60000000001","","BALLKANIA","","1","1","1",""
"2","5","1","2","1","","Furnizim me material fidanor mjedër për nevoja të fermerëve në komunën e Gjilanit","04.04.2016","30000","30000","","FRESH FRUIT-PR","","1","1","1",""
"1","6","","","","","Furnizimi, instalimi dhe konfigurimi kioskave interaktive","12.04.2016","9800","9800","","PBC","","1","1","1",""
"2","7","1","2","1","","Furnizim me mateial administrativ për zyre për nevoja të gjitha njësive shpenzuese të komunës së Gjilanit","15.04.2016","65000","62515.9","","OFFICE PRINTY","","1","1","1",""
"2","9","5","2","1","45","Rregullimi ,hapja dhe shtruarja me zhavor e rrugëve të rendit të tretë në komunën e Gjilanit","22.04.2016","160000","156194.45","","EL BAU","","1","1","1",""
"2","9","1","3","6","1","  Unifikimi i mbishkrimeve të QKMF-së","08.03.2016","9200","9200","","PUZLE MEDIA","","1","1","1",""
"2","12","1","2","1","7","Furnizim me farë misri për nevoja të fermerëve të Komunës së Gjilanit","30.03.2016","13800","13800","","RENDIMENTI","","1","1","1",""
"2","13","5","2","1","45","Rregullimi i trotuariut përgjat rrugës Arbëri – Velekincë","25.04.2016","190000","188888.88","","PRO &GROUP&KEMA COMPANY","","1","1","1",""
"1","15","1","4","7","34","Furnizim me një skuter për nevoja të ekspedituesit","01.03.2016","1000","990","","POWER-PARTS","","1","1","1",""
"","16","","","","93","Mirëmbajtja e ndriqimit publik në qytetin e Gjilanit","22.06.2016","60000","124201.65","","TONI","","1","1","1",""
"2","17","2","2","1","93","Mbikqyrja e projekteve investive në komunën e Gjilanit","12.05.2016","120000","113760","","ARCH&DESING","","1","1","1",""
"2","18","5","2","1","47","Rregullimi I kanalizimit fekal dhe atmosferik në rrugën e Gjinollëve","06.06.2016","145000","79779.06","","BERISHA COMPANY","","1","1","1",""
"2","19","1","1","1","","Hartimi I projekteve ideore stadioni I qytetit","28.12.2016","","38500","","Unikosproject","","1","","",""
"","","","","","","Hartimi I projekteve ideore stadioni I qytetit- QIMI I II","27.12.2016","145000","20000","","ARDI CC ","","1","1","1",""
"","","","","","","Hartimi I projekteve ideore stadioni I qytetit- QIMI I III   ","28.12.2016","145000","30000","","HIDROING","","1","1","1",""
"","20","","","","","shitja e veturave dhe inventarit  I cili eshte jasht perdorimit","13.04.2016","","","","","","","","",""
"2","21","1","4","7","","Furnizim me aparat për kartela hyrje dalje të punëtorëve të QKMF-së","29.03.2016","986","986","","ELASTIX","","1","1","1",""
"2","22","1","3","6","","Furnizim me fotoaparat digjital profesional,një hard disk dhe një matës laserik për kartela hyrje dalje të punëtorëve të QKMF-së","19.04.2016","4000","2232","","CITY COMPUTERS","","1","1","1",""
"2","23","2","3","6","93","Reportazh i seancave të Kuvendit komunal Gjilan","10.05.2016","10000","9068","","RADIO STAR","","1","1","1",""
"2","24","1","2","1","1","Furnizim me centrifuga elektrike për nxjerrje të mjaltit","31.05.2016","12000","11305","","OMAD,sh.p.k","","1","1","1",""
"2","26","1","4","7","9","Furnizim me softwer të specializuar  për transmetim live të mbledhjeve të Kuvendit.","07.04.2016","1000","950","","DULI TRADE","","1","1","1",""
"2","27","2","3","6","93","Trajtimi i qenve endacak në qendren e azilit","23.05.2016","10000","9975","","AMIKA","","1","1","1",""
"1","28","2","3","6","","Mirëmbajtja e kamerave dhe akceskontrolleve hyrje dalje në QKMF","19.04.2016","1000","980","","KOSOVANETWORKS","","1","1","1",""
