"1,2,3",1,5,2,1,45,Shtrim me kubeza betoni nga Shkolla fillore Ilaz Thaçi deri te Dheu I bardhe,16.04.2014,"78,000.00","62,065.35",0,"""KRAS"" shpk",Hani I Elezit,1,1,1
"1,2",2,2,3,6,50,Miremebjatja dhe servisimi I veturave te administrates komunale,24.02.2014,"5,000.00","4,017.00",0,"NTSH. ""Besa""",Ferizaj,1,1,1
2,3,1,3,6,20,"Furnizim me material administrativ-shpenzues per administraten komunale, shkollat, QKMF-ne, zjarrfikesit"" - kontrate 1 vjecare",14.03.2014,"9,950.00","9,796.54",0,"DPT. ""ABC""",Hani I Elezit,1,1,1
1,4,1,3,6,30,Furnizim me laptope per asambleiste dhe drejtorite komunale,19.03.2014,"10,000.00","9,951.00",0,"NPT. ""ProMix""",Ferizaj,1,1,1
2,5,2,3,6,50,Mirembajtja dhe servisimi I veturave te administrates komunale(Hyundai Acent &Hyundai Santafe) - kontrate 1 vjecare,26.02.2014,"5,000.00","3,190.50",0,"NTSH. ""Besa""",Ferizaj,1,1,1
2,6,1,3,6,90,"Furnizim me material higjienik per administraten komunale, zjarrfiksat, shkollat, Agjensionin pyjor komunal dhe QKMF-Hani I Elezit - kontrate 1 vjecare",20.03.2014,"6,500.00","5,763.99",0,"NTP. ""Atllas""",Hani I Elezit,1,1,1
2,7,1,3,6,30,Furnizim me rrjet interneti dhe kablloviku per nevoja te Institucioneve te Hanit te Elezit - kontrate 1 vjecare,11.04.2014,"1,500.00","1,032.36",0,"NTSH. ""Elektra""",Hani I Elezit,1,1,1
2,8,1,3,6,18,"Furnizim me uniforma per stafin e QKMF-se, Sigurimin fizik te komunes dhe punetoreve teknik te shf.Ilaz Thaci",16.04.2014,"2,000.00","1,745.00",0,"shpk. ""Sankos""",Kaçanik,1,1,1
1&2,9,2,3,6,50,"Mirembajtja dhe pastrimi I rrugeve te qytetit dhe te Institucioneve te Hanit te Elezit(Komuna, shkollat, QKMF, Zjarrfiksat etj)",15.04.2014,"5,350.00","4,987.00",0,"NSH. ""Pastertia""",Hani I Elezit,1,1,1
2,10,1,3,6,50,"Ndriqimi publik per disa lagje te Hanit te Elezit (Mirembajtja e ndriqimit publik te qytetit, Ndriqimi publik te lagja e re, Ndriqimi publik shkolla fillore deri te Ranajt, Ndriqimi publik Lagja e Curreve - te Vilt)",10.04.2014,"5,000.00","4,997.40",0,"NTSH. ""Elektra""",Hani I Elezit,1,1,1
2,11,2,3,6,50,"Mirembajtja dhe servisimi I veturave te QKMF-se Hani I Elezit (Mercedes Sprinter, Renault Master)- kontrate 1 vjeçare",04.04.2014,"2,500.00","2,025.00",0,"NTSH. ""Besa""",Ferizaj,1,1,1
1,12,1,3,6,28,Furnizim me inventar per QKMF-Hani I Elezit,15.04.2014,"5,200.00","4,986.00",0,"NTP. ""Exclusive Frasheri Center""",Ferizaj,1,1,1
1&2,13,2,3,6,50,Meremetimi dhe punimi I disa pusetave te ujesjellsit neper disa lagje te Hanit te Elezit,30.04.2014,"5,500.00","5,328.00",0,"NSH. ""Pastertia""",Hani I Elezit,1,1,1
